username,displayname,userId,rawDescription,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location
lskfbstdtl,︎ ︎,1398268197607022594,borra y borro,False,2021-05-28T13:21:38+00:00,0,0,4,2,0,0,
madexbin,ᴹᴬᴰᴱᴸヅ,1322337683352543239,if you say something that’s kinda sus,False,2020-10-31T00:40:55+00:00,15,26,106,69,0,22,
8peachlol,hyu,1393511042676936708,bts flop,False,2021-05-15T10:18:25+00:00,2,1,24,2,0,0,
sgxjsm,𝗘𝗹𝗶,1257585312068513792,@XyangZhong My world🥺🌷,False,2020-05-05T08:18:12+00:00,306,371,1431,2078,1,76,mi casa
GwedGabriel,Gabriel Gwed,3167062834,altamente volátil 🐍,False,2015-04-14T20:07:32+00:00,116,51,283,510,0,61,
xaandeer_saa,Xandeer‎‎,1235257646804094977,"Bebe, que la vida es breve ~Chloe Price 🥂
‎ ‎17 he/him

💛 Stan BLACKPINK
💛 Stan ChungHa
💛 Stan Ava Max
💛 Stan Neoni",False,2020-03-04T17:35:57+00:00,3,31,38,107,0,8,
FL0PTEEZ,flopy,1388306749191561216,📌📌📌,False,2021-05-01T01:38:28+00:00,28,23,285,22,0,9,Ateezdisband
mirspfm,.,1388619490884259843,ZzZzz,False,2021-05-01T22:21:08+00:00,23,36,134,48,0,6,
heekgae,:3,1401004605341847554,123 pollito inglés,False,2021-06-05T02:35:11+00:00,7,7,48,0,0,1,
andreajsjsjs,kieun в,1256050877368057857,,False,2020-05-01T02:40:53+00:00,14,37,26,445,0,4,
KimSuni90345,💜Mina⁷🦋🧈,1314848136502882306,"💜I love myself💜
Love yourself 💜#armyandBTS💜
Mi deber es estar siempre con BTS y ARMY
@BTS_twt
💜  #BTSARMY #BTS #BTS_Butter",False,2020-10-10T08:40:12+00:00,12,114,3268,3572,0,31,
eedbej,b,1384221546185596930,bp stan y oyente de otros ggs,False,2021-04-19T19:05:19+00:00,10,10,23,17,0,0,
DolieErrante,Dolie,1303451398420467713,🌱👁👄👁🌱,False,2020-09-08T21:54:01+00:00,4,259,1083,3606,0,99,
mingyukim17_,camy;♡,1362509074462605318,"#seventeen #mingyu
#nct #yukhei
#victon #subin
#pentagon #wooseok",False,2021-02-18T21:07:42+00:00,374,542,3376,5079,2,45,
seeasunshine,RARITY 🇨🇴,1336793944244547585,"sh!her
nea lea la carrd antes de seguirme",False,2020-12-09T22:04:54+00:00,79,962,606,4709,0,33,
dalidal31333015,dali dali,1402775533939793924,"no staneo a nadie pinche cabrón.
#btsdisband #lgbtfobica",False,2021-06-09T23:52:25+00:00,4,5,36,8,0,0,
Cxtep0u,Hazle stream a txt flojx,1349832995650347012,♡,False,2021-01-14T21:37:29+00:00,3,9,140,86,0,1,
Valenti01087801,♡Agnes♡,1330948528630325248,-Fuck y'all ... live your life-,False,2020-11-23T18:57:24+00:00,26,55,1152,8877,0,235,"Cúcuta, Colombia"
BpTitanskpop,👑Dua Lipa👑Ariana grande👑Lady gaga👑BP👑Taylor👑,1311281376881242117,i stan music industry Taylor BTS Blackpink Dua Lipa Adele Lady gaga Ariana grande Doja cat Katy perry Rihanna cardi b nicki minaj sia ava max beyonce ❤️,False,2020-09-30T12:27:11+00:00,333,1748,7037,11375,1,453,Chromatica
MaricieloBarra1,Maricielo Barraza,1380940917633351681,"Hi🙆🏻‍♀️🇵🇪
I love BTS 💜",False,2021-04-10T17:49:22+00:00,0,35,65,564,0,23,
kiayee2,kiayee,1398115427805544450,viendo fmab,False,2021-05-28T03:14:49+00:00,2,0,50,1,0,0,
mroy_can,Mαყ,1307844520147517442,𝘾𝙖𝙧𝙖𝙩 / 𝐍𝐜𝐭𝐳𝐞𝐧 / 𝐃𝐞𝐨𝐛𝐢 / 𝐟𝐥𝐨𝐯𝐞𝐫,False,2020-09-21T00:50:17+00:00,96,235,4617,5967,0,262,
sunwin10147443,sunwin,1341871812242763776,,False,2020-12-23T22:22:38+00:00,0,5,10,47,0,0,
jiminputita02,Jimin putita / pornero RM NAMJOON,1402791879872294912,"jimin putita, namjoon pornero",False,2021-06-10T00:57:10+00:00,1,1,6,1,0,0,
IFORFLX,.,1399178119454527494,,False,2021-05-31T01:37:51+00:00,0,0,10,16,0,0,
llblinkie,ᴇʀɴᴇs,1330822080145874945,she!her    #} for only aripink/ Olivia ♡͏͏͏͏͏͏͏,False,2020-11-23T10:34:53+00:00,1423,1031,22586,25454,6,980,la bombonera 
Liliblinku05,LISAS SOLO IS COMING,1327988567268859905,LS1 👑 LISAS SOLO IS COMING/ break records 💃,False,2020-11-15T14:55:56+00:00,182,447,4855,5362,0,354,
rosiescares,saly,1310664345915981824,rosé,False,2020-09-28T19:35:11+00:00,276,205,22698,7526,8,4626,ella
Jklovable_,kristel ⁷🧈,920486211302633472,"💛BUTTER💛   ↬Only army  
•Aᥙ́ᥒqᥙᥱ ᥒo sᥱᥲs ρᥱrfᥱᥴto, ᥱrᥱs dᥱ ᥱdιᥴιóᥒ ᥣιmιtᥲdᥲ•",False,2017-10-18T03:06:29+00:00,234,246,5126,11167,1,742,Chile
strawfuckk,4L3X.,886670642212458496,❕,False,2017-07-16T19:35:29+00:00,0,81,46,43,0,4,
eatfuck_by_nano,nano,1240021896827199490,fuck u 🤪🥰,False,2020-03-17T21:07:49+00:00,0,0,21,9,0,1,
Iucecitas,.,1383796012750307330,,False,2021-04-18T14:54:33+00:00,2,2,3,0,0,0,
jichuutie,Thom 🐽,1293227013009027073,"BP and RV 

• Liv












































































RED VELVET IS COMING
RED VELVET AUGUST COMEBACK
RED VELVET IS BACK",False,2020-08-11T16:45:34+00:00,150,797,5704,5752,1,175,LS1 | BP2
XimenaA46418421,Ximena Alexandra,1319615860374425603,Holiwis sigueme devuelvo follow ✨💕,False,2020-10-23T12:25:29+00:00,138,173,17,56,0,3,
connejitos,:P,1032099985880440832,,False,2018-08-22T02:59:46+00:00,40,40,3014,122,1,598,༺ ♡ ༻
aeriflygi,yeongyu🎂 nextlevel,1347641433168211968,God is a women and the real proof is #김애리,False,2021-01-08T20:29:07+00:00,13,34,492,392,0,50,
blackpinista_1,𝙇𝙞𝙨𝙖𝙣𝙞𝙨𝙩𝙖 ᵒᵗ4 💌🇨🇴,1388666534936125443,"𝑺𝒕𝒂𝒏 𝒃𝒍𝒂𝒄𝒌𝒑𝒊𝒏𝒌 🛐
Blink colombiana pq si 😘✋🇨🇴",False,2021-05-02T01:28:21+00:00,106,68,165,295,0,21,
Soo8Unnie,UnnieSoo⁸,1388701020595892225,-🤍-,False,2021-05-02T03:45:06+00:00,149,220,327,162,0,28,"Marte, Nigeria"
0N1GIR1B0YPND,ˤˤ ꪖlph꩜nsꫀ,1321539987301634049,⠀⠀⠀⠀⠀⠀⠀⠀☹︎ お願い神様 ៸៸ vampiro de 25 inviernos amante de la luna y de las ranas,False,2020-10-28T19:51:10+00:00,1037,1062,24791,19624,4,2057,ぐ l0ve bubbl3 ☻︎
jujutsuspeak,Maki,1375616072204836870,"⠀ ⠀ ⠀ ⠀ 
⠀ ⠀  ⌖ ˖° ପ 流れ星 ◡̈ ⠀ ⠀ ⠀ ⠀",False,2021-03-27T01:10:13+00:00,238,484,1774,2418,1,176,"𝑬, 𝑺, 𝑵, 𝑩, 𝑲  ₊꒷ ♡"
ming1344,sss1n,1362566059484712968,,False,2021-02-19T00:54:12+00:00,2,3,22,3,0,0,
_esposa_de_jin,💛🍟^^⁷(✯ᴗ✯ 🇲🇽 )JIN♡☆⁷,1333205411587977219,only Army Butter 🥞🍴special👌@bts_twt y si nos seguimos...OT7 claro BTS mis patrones...,False,2020-11-30T00:26:11+00:00,304,494,1788,3794,0,149,life Goes On - moon
minan4ri,bts disband,1402752625280491523,hola soy madrid y uajbdbsjd momo te dije q no restregaras tus tetas en mi cara sin avisarme,False,2021-06-09T22:21:13+00:00,4,8,22,11,0,2,jugando roblox con sieeun
XyangZhong,Zhōng_xyang,1401754929459462146,"@sgxjsm Mi todo🤸💞✨
 #LOVEFORNCT #LOVEFORWAYV #nctdiamond #wayVdiamond",False,2021-06-07T04:16:50+00:00,24,110,172,389,0,3,
yolbtdcf09,M ♥️,1363473238664314880,n,False,2021-02-21T12:59:14+00:00,14,20,50,18,0,3,
Alexdem77787027,Alexdem,1391825829060034565,fuck bts,False,2021-05-10T18:42:03+00:00,1,0,13,12,0,0,
JJ62954165,JJ,1391863243136815114,no se ksksksk,False,2021-05-10T21:12:03+00:00,0,9,4,27,0,0,
Itzeel82197943,Itzeel,1388190995834187782,LS💗,False,2021-04-30T17:58:33+00:00,3,24,20,21,0,1,
blueblu3hour,soobin's gf,1380941327102251009,only txt ✨ she/they,False,2021-04-10T17:51:43+00:00,115,253,128,3,0,2,
ChuizaA,chuiza_aa,1331380843131138049,holi ewe,False,2020-11-24T23:35:30+00:00,4,2,28,131,0,2,
chuujiwoo2,Haseul is back 💚🇨🇱,1356003990459330565,"—@loonatheworld ៸៸   𖧧

Ig : whale._woo",False,2021-01-31T22:19:29+00:00,7,41,67,874,0,12,
kimArmyUwU1,strawberry🌻,1364461784900452352,,False,2021-02-24T06:27:10+00:00,18,82,109,874,0,18,
thepiratepinks,agnes,1396908066092765191,"must defend blackpink & ateez all over internet idgaf about your favs. 
24/7 unprovoked ; 25/8 shady.",False,2021-05-24T19:18:13+00:00,208,338,285,370,0,0,still here
groupfloop,flop__ㅎㅎ,1400234350709465093,,False,2021-06-02T23:34:27+00:00,0,3,5,2,0,2,
LizyMoa,𝑳𝒊𝒛𝒚𝑴𝒐𝒂 ×+×,1354808935379726338,"₍ ✉︎¹₎┊. #⃞투바투 :: Moments of 𝐀𝐥𝐰𝐚𝐲𝐬𝐧𝐞𝐬𝐬 :: ♡⃛.  *.(๓´͈ ˘ `͈๓).* 

𝘐𝘯𝘢𝘤𝘵𝘪𝘷𝘢 𝘱𝘰𝘳 𝘵𝘢𝘳𝘦𝘢𝘴
𝘔𝘪 𝘱𝘢𝘴𝘪ó𝘯 𝘦𝘴 𝘭𝘭𝘰𝘳𝘢𝘳𝘭é 𝘢 𝘵𝘹𝘵",False,2021-01-28T15:10:55+00:00,16,20,52,444,1,8,
tomlinsoni017,_ixxel,760537764941008896,idk.✨💜,False,2016-08-02T18:08:28+00:00,10,125,69,683,0,5,
tresrachahjn,minho hwang,1402758109047701506,ONLY FOR S T R A Y  K I D S,False,2021-06-09T22:43:06+00:00,5,8,40,9,0,10,
jsooily,-,1232037243134652416,블랙핑크,False,2020-02-24T20:20:13+00:00,147,89,7301,9945,0,746,
nayomipatkinson,Noemi,279351551,"Soy de Ecuador y amo el kpop .....
y la cuenta de respaldo es @marucha758",False,2011-04-09T03:08:10+00:00,371,1595,23987,74797,3,846,Ecuador
koomelty,₇₊₁,1389827517003878407,"She/her
🌺🌷
chuu solo stan",False,2021-05-05T06:21:34+00:00,0,2,11,3,0,0,BTSPOP!
AnyelaBV501,Anyela,1017654164296556545,ARMY 😁 FOREVER 🤩 BTS 🤗,False,2018-07-13T06:17:14+00:00,1,67,14,917,0,3,
Toms60376952,Tomás,1158561436672679936,"🍪🐰🖤
Holi, no me gustan los Edgys, papulinces, radfem, ni extremistas de derecha ni izquierda
viniste a ver mi perfil para funarme por centro, pos jodete lol",False,2019-08-06T02:12:26+00:00,19,22,623,711,0,49,
BorahaeBtchss,'𝗩'ᴜᴛᴛᴇʀ⁷🧈,1212049672186892289,"𝑺𝒕𝒊𝒍𝒍 𝑾𝒊𝒕𝒉 𝒀𝒐𝒖, 𝑬𝒗𝒆𝒏 𝑨𝒇𝒕𝒆𝒓 2027 @bts_twt    
                                                        |ʙᴛs ɪs ᴛʜᴇ sᴛᴀɴᴅᴀʀᴅ|",False,2019-12-31T16:35:51+00:00,148,746,16328,18599,1,890,South Korea
JesBabyBitch,Jes 🖤,768676631934369792,✌🤘,False,2016-08-25T05:09:25+00:00,101,43,9996,9467,0,301,
kmjjzzz,#btsdisband,1363160876455460870,namjoon pornero bts racistas bts disband,False,2021-02-20T16:18:30+00:00,0,0,13,5697,0,3,
KiddKass1,Kidd Kass,1391660841540411392,Blackpink in your area Cuenta para votar por las pinks les de vuelvo el follow 🖤💗,False,2021-05-10T07:46:26+00:00,174,181,211,200,0,5,
rrrrnwod,bts racist problematic nword,1392531585811968005,,False,2021-05-12T17:26:25+00:00,1,1,146,12,0,0,
brownies0ft,Kpopie,1402772183353540616,Me gusta divertirme y mas con los fandoms kpop,False,2021-06-09T23:39:00+00:00,0,0,4,0,0,2,
hangy_u,ً,1389293348838576131,,False,2021-05-03T18:58:48+00:00,10,9,91,1,0,10,
niniminho1,nini ♡ minho,1402768874492334089,BTS DISBAND,False,2021-06-09T23:25:49+00:00,5,5,18,18,0,1,
loveuminho23,Minho,1402766819820294150,"Minho ♡ my beloved
stay ot8",False,2021-06-09T23:17:34+00:00,1,1,30,7,0,1,
btsdissband,ؘ,1347768877590192128,no bio just namjoon pornero,False,2021-01-09T04:55:28+00:00,7,5,63,17,0,13,
jisoomiwacha,lvs jisoo :b,1383167973389709321,jisoo mi wacha,False,2021-04-16T21:18:52+00:00,123,158,969,60,0,15,BLACKPINK BIGGEST GG
sooyajunhui,.,1092793100857159688,StayC girls is going down,False,2019-02-05T14:32:33+00:00,2220,2125,33988,64954,5,13085,
ManueeelV,Manimoto 🇨🇴/🏳️‍🌈,950434052733132801,"Del fan al hater,hay un solo paso🥰😍| side: @Manimotooo | Habla mierda Profesional | Anti-Guisas",False,2018-01-08T18:28:31+00:00,369,732,3353,2791,0,246,platanal en paro
hiraiZzZz,️️ ️,1378810864426434560,🐰,False,2021-04-04T20:45:24+00:00,18,30,106,9,0,4,
txtruises,btsfagots,1394545001917526017,,False,2021-05-18T06:47:10+00:00,3,2,124,7,0,11,
rosiekuky,cris D-7,1338920034366857221,,False,2020-12-15T18:53:15+00:00,254,239,9442,14717,0,1264,ฅ( ̳• ·̫ • ̳ฅ) ★☆ read carrd
oppssiieee,oppssiieee,1347794098896347147,,False,2021-01-09T06:35:38+00:00,1,47,1432,854,0,11,
lililovss,Lu!!☆,1286178745179672576,for blackpink,False,2020-07-23T05:58:17+00:00,104,106,2017,3172,0,82,ʙʟᴀᴄᴋᴘɪɴᴋ
rosassuaves,naomi⚢︎🐈,1260341952333185035,ⁱⁿᶠᵖ ' ˡᵉˢᵇⁱᵃⁿ mcr tatu bts itzy blackpink twice skz and shinee stan,False,2020-05-12T22:52:02+00:00,28,172,733,854,0,31,she/her ♡︎ 15 🐰
MatterPinks,Daniela🇵🇪BP,1317879477104422912,"I STAN LEGENDS 🔥

-Si vas a criticar a Blackpink regresa cuando hayas pasado 4-6 años siendo trainer-",False,2020-10-18T17:25:35+00:00,406,549,7535,10672,0,276,Perú 
TiramisushiGM,Gabriel Mayo,1402717293134716934,Hola,False,2021-06-09T20:04:16+00:00,1,4,30,37,0,0,
iLIVBEOMGYU,roxi lvs ive ₍ᵔ·͈༝·͈ᵔ₎,1310649551213268999,"─ viendo st con tae y kai
@shexgldn ♡",False,2020-09-28T18:36:41+00:00,319,152,2426,767,3,182,"mari, juana, mai"
rssgneely,karina☘️,1347305327323205633,fansé,False,2021-01-07T22:14:14+00:00,136,662,4768,10448,0,114,
benjaelmasbacan,benja,1295778642551873537,k t importa sapulio,False,2020-08-18T17:44:48+00:00,27,18,36,114,0,3,
ilvsjisoo,adri¯\_(ツ)_/¯,1400978424315924482,ಠ_ಠ(●'◡'●),False,2021-06-05T00:51:15+00:00,3,5,12,8,0,0,
Panecittos,ateez disband,1397006948227330049,atunas reportenme esta,False,2021-05-25T01:49:55+00:00,8,10,39,0,0,0,
flopteez__,lia,1401719607061319686,,False,2021-06-07T01:56:22+00:00,5,4,24,0,0,1,
retrojsoo,͏ ͏,1379468874987503619,#LISA: pero soltame lesbiana pajera,False,2021-04-06T16:19:52+00:00,28,54,207,83,1,28,11:11 sulli
Erika_595,꧁ 화양연화꧂ ⁷🧈,908132553273442304,"ꜱɪ ᴀʟ ꜰɪɴᴀʟ ɴᴜᴇꜱᴛʀᴏ ᴄʜᴀʟᴇᴄᴏ ᴀɴᴛɪʙᴀʟᴀꜱ ɴᴏ ᴘᴜᴇᴅᴇ ᴘʀᴏᴛᴇɢᴇʀʟᴏꜱ, ꜱᴇɴᴛɪʀᴇᴍᴏꜱ ʟᴀꜱ ʙᴀʟᴀꜱ ᴊᴜɴᴛᴏ ᴀ ᴜꜱᴛᴇᴅᴇꜱ. KNJ.",False,2017-09-14T00:57:27+00:00,270,177,12468,22320,0,93,
dualipathebest_,Pearl,1305256096819544071,,False,2020-09-13T21:24:55+00:00,0,0,2,27,0,0,
hyunmindaily,skz KINGDOM winner,1402758594907492362,"solo soy soy un pixel, no colapses por mi existencia.
blink/stay. 
hwang hyunjin",False,2021-06-09T22:44:58+00:00,4,9,58,13,0,1,
lisaslie,💤,1370743743268159497,lisa ace of kpop,False,2021-03-13T14:29:20+00:00,0,12,2,17,0,0,SIDE
fIowrse,♡̷,1393024777787514882,ㅤㅤㅤㅤㅤㅤㅤ    ʚ  𝘁𝗶𝗻𝘆 '𝗇𝖽 𝗰𝘂𝘁𝗲,False,2021-05-14T02:06:12+00:00,236,199,101,591,0,4, ㅤ！  only blackpink 
bonipezo,Bonipezo,1401245161879973889,Dksnsnsn,False,2021-06-05T18:31:03+00:00,1,3,28,2,0,1,
rosi3e,em; ⚢︎ ROSÉ TE AMO,1399798177864298501,O M G . . . ROSÉ is so SWEET ( ･ั﹏･ั) %?! 🌐 hmm __+ ## 1 hottest girl 𖦹 maybe i... i LOVE HER more than I planned.,False,2021-06-01T18:41:17+00:00,278,272,769,249,0,78,LS1 WHEN?
jekvlov,.,1279531563387142147,,False,2020-07-04T21:44:40+00:00,19,36,1945,3023,0,7,
iCATGIRLISA,des 📚,1363250410828480521,for 블랙핑크 only,False,2021-02-20T22:13:58+00:00,105,110,940,4756,0,129,mujer
jenvocalist,desi,1387551832323629061,chaennie (f)aces of kpop,False,2021-04-28T23:38:38+00:00,154,176,938,1324,1,294,camila. aespa. 
ch_61,D_ch_yeol 61,1356052005161230341,not today,False,2021-02-01T01:29:51+00:00,2,359,13,907,0,2,
prettysvgrosie,- C -,4174634901,▪︎only for blackpink,False,2015-11-12T23:09:55+00:00,5269,638,51919,54807,23,8810,
kth_tw_t,주사위,828436317788839938,i must protect my favs on the internet♡,False,2017-02-06T02:53:04+00:00,3,20,340,184,0,39,♡  
4fr3dy,Fredy,1391949077848465412,borra y borró 🤬,False,2021-05-11T02:51:44+00:00,0,0,1,0,0,0,
liliesruby,ً,1091271351518810113,,False,2019-02-01T09:45:39+00:00,340,521,1444,2545,0,1,
ririjennie,ً,921425784715268098,blackpink & rihanna,False,2017-10-20T17:20:01+00:00,4108,673,22957,68812,6,2107,
i97soo,ً,1378593541681774592,she/ella 🌱 🍄 🧚‍♂️ 🎨 . . . ƸӜƷ,False,2021-04-04T06:21:51+00:00,76,91,742,352,1,36,⚢
ALEXIDK03375096,ALEX_IDK,1391885996405440514,no bio no jet,False,2021-05-10T22:41:06+00:00,11,49,154,208,0,15,
666lovryu,RAVEN 🐑,1387101474539327600,𝘵𝘢𝘦𝘩𝘺𝘶𝘯𝘨 𝘴𝘰𝘭𝘰 𝘴𝘵𝘢𝘯 𝘢𝘯𝘥 𝘨𝘨 𝘴𝘵𝘢𝘯,False,2021-04-27T17:49:18+00:00,29,76,616,395,0,19,cardbyf
Nannokrm_,🗡️,1364314603484831745,Aesthetic people in my layout ♡,False,2021-02-23T20:42:12+00:00,3,6,54,335,0,5,idk 
roselouisxd,te amo pat🌈,1351970932840157184,rosé louis pat yo Felices los cuatro https://t.co/MaDUf0uVWV,False,2021-01-20T19:12:55+00:00,139,161,5869,529,1,777,req ok
lsmrosies,S⁴ ||,1329228166091722753,"Only BLACKPINK
he/him",False,2020-11-19T01:01:14+00:00,980,1010,11940,9574,2,1747,all my love is gone
onlyforjennie,renee ☾,1320580434615398400,patiently waiting for jnk1 ✶,False,2020-10-26T04:18:17+00:00,509,292,5919,13172,2,1170,via 
svgejkj,=Perla=,1394803991037550592,,False,2021-05-18T23:56:06+00:00,8,0,52,0,0,16,
jenddiction,Shiro,1252031370202882048,Blackpink is bigger than kpop | only cry for #제니 @BLACKPINK,False,2020-04-20T00:28:51+00:00,919,805,19498,69565,4,1167,Ot4 
swisrr,krkr,1402761010516316160,,False,2021-06-09T22:54:28+00:00,0,0,11,25,0,0,
R0CKS00,alex,1040837275855269888,i'm ok if Jisoo's ok and she is,False,2018-09-15T05:38:39+00:00,2380,1876,52066,81391,28,5859,ot4
alinaatarkovsun,la esposa de enhypen,1367601669870133253,"me vale una hijueputON🌸
enhyreyes 😍❤️",False,2021-03-04T22:23:56+00:00,11,21,135,1696,0,17,
sidenicky,hourly forever young,1349717664898420736,idgaf.  blackpink misandrist,False,2021-01-14T13:59:13+00:00,70,120,1139,2657,0,125,she/her.  Ot4
devilsuckme,Matthew,1390374478581051400,I deleted if you delete,False,2021-05-06T18:35:23+00:00,21,28,109,9,0,12,kpopshit
ConnieSofa1,L_a_l_i_s_a,1377664337020649473,"BLACKPINK PAVED THEIR OWN WAY.


¡¡¡VOTEN POR LAS PINKS O LES PARTO LA MADRE!!! 👺",False,2021-04-01T16:49:26+00:00,697,919,7673,1611,0,230,
Arixpinkk,Mau,1127404626637148160,♡ . . . 딸기와 크림🍓,False,2019-05-12T02:46:23+00:00,320,199,8774,7508,15,850,He/Him/Él 🌷
jksgolden,☠️,1402651577169723397,center of the world (정국),False,2021-06-09T15:39:39+00:00,1,40,40,69,0,10,s/h
iLTROCKSTR,lucia,1398029821633044490,q dificil escribir con la chota de louis en la mano,False,2021-05-27T21:34:31+00:00,123,122,2049,1516,0,209,req ok
wosoojin,skz ganó kingdom,1395818851980529668,jennie mi gorda,False,2021-05-21T19:08:53+00:00,0,9,139,14,0,1,
ateezzflop,🌙,1339301393522450433,"touch here!; #アムカ  #자해  #リスカ  #自傷行  #アムカ
#自傷",False,2020-12-16T20:08:40+00:00,40,44,501,285,1,30,
lilisoftgirl,ori,1376792958582861824,(zZz...) dreaming with blackpink,False,2021-03-30T07:06:57+00:00,188,187,5184,701,0,387,
rluvslisa,r,1390000263113629696,,False,2021-05-05T17:47:50+00:00,9,1,127,34,0,3,
LaBlink78144498,👁👄👁👌,1338969503653392385,,False,2020-12-15T22:10:01+00:00,52,143,454,2442,0,256,
Diego01591605,Diego,1381280511583129602,"EXO-L
Blink",False,2021-04-11T16:18:47+00:00,0,11,13,153,0,3,
iPetBugs,឵឵ً,1379628285865435146,🚫,False,2021-04-07T02:53:19+00:00,8,2,139,27,0,4,
ripdead98,ripini,1402744069512646658,,False,2021-06-09T21:47:14+00:00,1,14,17,0,0,0,
Zeyunista,Abi 🧍🏽‍♀️,1387115673751625730,"Ya pero boystory best group, Boss-15/12/17, Zeyu mi varón, Rosé mi esposa, Nayeon y momo mis esposas",False,2021-04-27T18:45:32+00:00,133,225,63,105,0,2,
98sIove,hee,1402022130007609344,Borra y borro | envíame un dm si ya borraste,False,2021-06-07T21:58:45+00:00,12,35,16,2,0,0,
sujumachitos,duki,1395854767080017923,no lloren,False,2021-05-21T21:32:16+00:00,0,0,27,0,0,0,
hdpbtt,Hdpbtt,1398901642569949187,borra tus mierdas y borro las mías hdp 🖕🙂,False,2021-05-30T07:18:46+00:00,0,0,24,2,0,0,
kookysr1,kookysr,1399163287061860358,Army💜✨,False,2021-05-31T00:38:30+00:00,0,6,12,15,0,0,
btsflopped18283,,1394168220484096001,@btsflopped18283's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,False,2021-05-17T05:49:48+00:00,13,19,220,134,0,35,
sidxffects_,anti de bg,1391806231556378633,dropeo a todos // liv mi protegida,False,2021-05-10T17:24:10+00:00,11,7,46,3,0,1,
pienoche,meow kitty,1281329255561826304,"𝑠𝑜𝑙𝑜 𝑣𝑒𝑛𝑔𝑜 𝑎 𝑡𝑤𝑖𝑡𝑡𝑒𝑟 𝑝𝑎𝑟𝑎 𝑣𝑜𝑡𝑎𝑐𝑖𝑜𝑛𝑒𝑠

❥𝐁𝐋𝐀𝐂𝐊𝐏𝐈𝐍𝐊𖤍",False,2020-07-09T20:48:22+00:00,181,220,1698,7160,0,13,México
iCH4EL0VE,.,1397431026008399873,callense maricones,False,2021-05-26T05:55:03+00:00,0,1,24,11,0,6,
heechuswt2,heechuswt,1393681932635066368,borra y borro | era @heechuswt | háblame al dm si ya borraste algo,False,2021-05-15T21:37:41+00:00,27,41,134,17,0,4,anti
ichaeries,elena &,1254160918877003777,( ♥︎ ) jennie . . . chuu chaery & joy,False,2020-04-25T21:30:47+00:00,1687,1258,58386,30799,29,2467,soob6rries 
btstight,ᴠɪɪʜ⁷,1304812409283108865,"ㅤㅤㅤ  ✽  ֪  ׄ 🎨 ִ  ꞗ⍺𝗇ԍƭ⍺𝗇  ⬫  ꝕ⍺llᧉƭ  ֶֶָָ֪֪  ʾʾ
⠀                        ㅤㅤ  ㅤ ㅤㅤㅤㅤㅤ ㅤㅤ  fan account",False,2020-09-12T16:01:54+00:00,2758,2775,6499,2148,2,2054,reserva: @jmvjjk  ela/d
Xxhwin1,Xxhwin,1377766073865486342,Hi,False,2021-04-01T23:33:37+00:00,0,27,10,100,0,2,
homopannic,dan enmantequillada #BUTTER,1324640654555779073,　 驥° ｡ 🌸ㅤ18 (🇲🇽) any pronouns : bts supremacyㅤ,False,2020-11-06T09:12:06+00:00,8,47,750,842,0,31,
bear7_winter,𝗧ᨣ̵̴͟𝗸𝗶ᦅׂ︩︪ 𖥔 ₍⑅ᐢ..ᐢ₎ ⁷⭐,1283600750124216320,꒰ ୨୧ᵕ̤ᴗᵕ̤ ꒱                                                                                 𝒮𝓉𝒶𝓃  ℬ𝒶𝓃𝒢𝓉𝒶𝓃 🌈🍉🧀  ♡︎★,False,2020-07-16T03:15:25+00:00,45,86,3396,5030,0,318,
Rifaldi46470577,Rifaldi,1379479661856530448,,False,2021-04-06T17:02:52+00:00,0,1,1,1,0,0,
